-5.51269	0.000993618
-5.41262	0.00116798
-4.86967	0.00268817
-4.77785	0.00307265
-4.75679	0.00316737
-4.63515	0.00376642
-4.49912	0.00455145
-4.16692	0.00708764
-4.0052	0.0087058
-3.9203	0.00967279
-3.90243	0.0098874
-3.83513	0.0107314
-3.82819	0.0108217
-3.78753	0.0113638
-3.65144	0.0133431
-3.60886	0.0140172
-3.51093	0.0156729
-3.50709	0.0157407
-3.48729	0.0160951
-3.48608	0.016117
-3.42565	0.0172394
-3.3572	0.0185846
-3.33293	0.0190811
-3.3316	0.0191086
-3.22507	0.0214149
-3.20147	0.0219539
-3.18815	0.0222628
-3.1753	0.0225639
-3.15895	0.0229514
-3.12816	0.0236952
-3.10604	0.024241
-3.06896	0.0251769
-3.00078	0.0269694
-2.94459	0.0285174
-2.92457	0.0290846
-2.90113	0.0297592
-2.89674	0.0298868
-2.868	0.0307321
-2.86361	0.0308629
-2.85709	0.0310577
-2.83181	0.0318214
-2.8289	0.0319103
-2.82638	0.0319873
-2.80276	0.032716
-2.79137	0.0330716
-2.78939	0.0331337
-2.78321	0.0333283
-2.76848	0.0337948
-2.74937	0.0344073
-2.74471	0.0345577
-2.74435	0.0345694
-2.74235	0.0346342
-2.73933	0.034732
-2.73218	0.0349646
-2.70392	0.0358953
-2.68854	0.0364093
-2.68628	0.0364851
-2.66286	0.0372786
-2.65177	0.0376587
-2.6443	0.0379161
-2.6316	0.0383566
-2.61967	0.0387736
-2.61691	0.0388704
-2.61497	0.0389386
-2.60432	0.0393145
-2.59416	0.0396757
-2.59307	0.0397146
-2.58872	0.0398698
-2.58835	0.0398833
-2.57567	0.0403388
-2.55893	0.0409455
-2.55031	0.0412603
-2.53481	0.0418305
-2.53447	0.041843
-2.50393	0.0429827
-2.4992	0.0431611
-2.49867	0.0431811
-2.49801	0.0432059
-2.49591	0.0432852
-2.48649	0.0436426
-2.48062	0.0438664
-2.48003	0.0438888
-2.4599	0.0446622
-2.44357	0.0452959
-2.44263	0.0453325
-2.44118	0.0453891
-2.42651	0.0459643
-2.41964	0.0462354
-2.41212	0.0465333
-2.4107	0.0465898
-2.37391	0.0480664
-2.3516	0.0489762
-2.34711	0.0491605
-2.34545	0.049229
-2.34386	0.0492945
-2.30571	0.0508825
-2.293	0.051419
-2.28949	0.0515675
-2.28726	0.051662
-2.28376	0.0518111
-2.28346	0.0518236
-2.26423	0.0526458
-2.22826	0.0542051
-2.22751	0.0542382
-2.22682	0.0542683
-2.22673	0.0542723
-2.2178	0.054664
-2.20289	0.0553223
-2.20192	0.0553653
-2.17717	0.0564687
-2.15532	0.0574539
-2.1136	0.0593634
-2.10114	0.0599404
-2.09585	0.0601868
-2.09077	0.0604238
-2.0844	0.0607216
-2.0801	0.0609232
-2.07769	0.061036
-2.07753	0.0610434
-2.07725	0.0610569
-2.06096	0.0618248
-2.04349	0.0626542
-2.04253	0.0627
-2.04114	0.0627666
-2.04016	0.0628134
-2.0364	0.0629928
-2.02727	0.0634305
-2.01924	0.0638166
-2.01674	0.0639371
-2.01045	0.0642404
-2.00946	0.0642887
-2.00443	0.0645322
-1.99732	0.064877
-1.97356	0.0660378
-1.96567	0.0664257
-1.94171	0.0676118
-1.90995	0.0692006
-1.90611	0.0693943
-1.90591	0.0694044
-1.90564	0.0694178
-1.90543	0.0694285
-1.90164	0.0696198
-1.89976	0.0697146
-1.88186	0.0706222
-1.88091	0.0706707
-1.87167	0.0711416
-1.86823	0.0713178
-1.86803	0.0713277
-1.85732	0.0718766
-1.85622	0.0719334
-1.84178	0.0726766
-1.82331	0.0736337
-1.81119	0.0742646
-1.79964	0.0748691
-1.79948	0.0748771
-1.79508	0.0751081
-1.79429	0.0751496
-1.79103	0.0753206
-1.78607	0.0755815
-1.7827	0.075759
-1.7705	0.0764032
-1.74933	0.0775277
-1.74691	0.0776566
-1.7451	0.0777533
-1.74393	0.0778154
-1.7352	0.0782822
-1.72888	0.0786209
-1.7243	0.0788669
-1.71555	0.0793372
-1.71042	0.0796139
-1.70701	0.079798
-1.70356	0.0799845
-1.70329	0.0799993
-1.69353	0.0805274
-1.69047	0.0806935
-1.69043	0.0806956
-1.68298	0.0811007
-1.67977	0.0812753
-1.66872	0.081878
-1.6685	0.0818901
-1.65577	0.0825864
-1.65322	0.0827265
-1.64653	0.0830941
-1.6411	0.0833929
-1.64024	0.08344
-1.62668	0.0841886
-1.62065	0.084522
-1.61865	0.0846328
-1.61464	0.0848552
-1.59328	0.0860434
-1.58622	0.0864372
-1.56804	0.087456
-1.56746	0.0874883
-1.56014	0.0878997
-1.55709	0.0880713
-1.54795	0.0885867
-1.53632	0.0892439
-1.52736	0.0897514
-1.52556	0.0898536
-1.51743	0.0903154
-1.50181	0.0912046
-1.48964	0.0918996
-1.48557	0.0921326
-1.47541	0.0927151
-1.47428	0.0927801
-1.46798	0.0931419
-1.46599	0.0932558
-1.46299	0.0934288
-1.46035	0.0935806
-1.45998	0.0936018
-1.42667	0.095526
-1.42664	0.0955278
-1.42278	0.0957512
-1.42184	0.0958056
-1.41242	0.0963525
-1.40584	0.0967353
-1.39695	0.097253
-1.39666	0.0972701
-1.39353	0.0974526
-1.38282	0.0980774
-1.38014	0.098234
-1.37952	0.0982705
-1.37764	0.0983806
-1.37605	0.0984733
-1.37372	0.0986098
-1.37096	0.0987711
-1.36984	0.0988367
-1.36689	0.0990093
-1.34499	0.100295
-1.34479	0.100307
-1.33434	0.100922
-1.33085	0.101127
-1.33062	0.101141
-1.32998	0.101178
-1.32642	0.101388
-1.32105	0.101705
-1.32018	0.101757
-1.30781	0.102487
-1.30314	0.102764
-1.30014	0.102941
-1.29726	0.103111
-1.29307	0.10336
-1.28842	0.103636
-1.28631	0.10376
-1.28449	0.103869
-1.28337	0.103935
-1.28116	0.104066
-1.27215	0.104601
-1.26606	0.104963
-1.25613	0.105554
-1.25516	0.105611
-1.25139	0.105836
-1.25008	0.105914
-1.2473	0.10608
-1.23437	0.106851
-1.21759	0.107854
-1.21279	0.10814
-1.20628	0.10853
-1.20077	0.10886
-1.19666	0.109106
-1.19634	0.109125
-1.19632	0.109127
-1.19563	0.109168
-1.19395	0.109268
-1.19192	0.10939
-1.1915	0.109415
-1.17138	0.110623
-1.17064	0.110667
-1.16723	0.110872
-1.16652	0.110915
-1.16202	0.111185
-1.15984	0.111316
-1.15278	0.11174
-1.15219	0.111776
-1.15125	0.111833
-1.14272	0.112346
-1.1366	0.112714
-1.13124	0.113037
-1.10821	0.114425
-1.10492	0.114623
-1.09616	0.115151
-1.09384	0.115292
-1.09271	0.11536
-1.0917	0.115421
-1.08785	0.115653
-1.087	0.115705
-1.08435	0.115865
-1.08112	0.11606
-1.0799	0.116133
-1.07906	0.116184
-1.07854	0.116215
-1.07441	0.116465
-1.05446	0.11767
-1.05166	0.117839
-1.05085	0.117888
-1.01282	0.120188
-1.00462	0.120684
-1.00408	0.120716
-0.999818	0.120974
-0.994503	0.121296
-0.992093	0.121442
-0.979428	0.122207
-0.957732	0.123519
-0.955503	0.123654
-0.952498	0.123836
-0.945173	0.124278
-0.941013	0.12453
-0.935155	0.124884
-0.933337	0.124994
-0.932781	0.125027
-0.930892	0.125141
-0.929974	0.125197
-0.92659	0.125401
-0.915786	0.126054
-0.914385	0.126138
-0.908512	0.126493
-0.906431	0.126618
-0.903382	0.126802
-0.900056	0.127003
-0.895077	0.127303
-0.887446	0.127763
-0.880099	0.128206
-0.87852	0.128301
-0.87323	0.12862
-0.867016	0.128994
-0.863668	0.129196
-0.863173	0.129226
-0.854641	0.129739
-0.852339	0.129878
-0.842379	0.130476
-0.841004	0.130559
-0.840886	0.130566
-0.839071	0.130675
-0.832011	0.131099
-0.830946	0.131163
-0.821497	0.13173
-0.821122	0.131753
-0.81154	0.132327
-0.810341	0.132399
-0.807089	0.132594
-0.806138	0.132651
-0.795761	0.133272
-0.794916	0.133323
-0.791719	0.133514
-0.785366	0.133894
-0.782523	0.134063
-0.780542	0.134182
-0.780251	0.134199
-0.778599	0.134298
-0.773831	0.134583
-0.773363	0.13461
-0.772625	0.134654
-0.770317	0.134792
-0.769536	0.134839
-0.764298	0.135151
-0.760884	0.135355
-0.759721	0.135424
-0.756222	0.135632
-0.751418	0.135918
-0.737296	0.136758
-0.736082	0.13683
-0.731073	0.137127
-0.727108	0.137363
-0.725367	0.137466
-0.724784	0.1375
-0.722989	0.137607
-0.72186	0.137674
-0.71773	0.137918
-0.709936	0.13838
-0.707176	0.138543
-0.704762	0.138686
-0.703934	0.138735
-0.700555	0.138934
-0.699339	0.139006
-0.69359	0.139345
-0.692573	0.139405
-0.689649	0.139578
-0.684447	0.139884
-0.683804	0.139922
-0.672182	0.140606
-0.671618	0.140639
-0.666681	0.140929
-0.659445	0.141354
-0.653592	0.141697
-0.648743	0.141981
-0.647922	0.142029
-0.645596	0.142165
-0.634393	0.14282
-0.633255	0.142886
-0.633114	0.142894
-0.622868	0.143491
-0.6221	0.143536
-0.622043	0.143539
-0.621927	0.143546
-0.619103	0.14371
-0.610819	0.144192
-0.608345	0.144335
-0.592914	0.145229
-0.585435	0.145662
-0.583077	0.145798
-0.582379	0.145838
-0.5771	0.146142
-0.575771	0.146219
-0.571898	0.146442
-0.571045	0.146491
-0.570202	0.14654
-0.567522	0.146694
-0.565063	0.146835
-0.56367	0.146915
-0.559013	0.147182
-0.557555	0.147266
-0.554089	0.147465
-0.545967	0.147929
-0.545201	0.147973
-0.544681	0.148003
-0.540931	0.148217
-0.538298	0.148367
-0.535326	0.148537
-0.53346	0.148643
-0.529519	0.148868
-0.528601	0.14892
-0.527706	0.148971
-0.524578	0.149149
-0.522862	0.149246
-0.514663	0.149712
-0.513594	0.149772
-0.510702	0.149936
-0.504073	0.150311
-0.503721	0.150331
-0.502407	0.150405
-0.501148	0.150476
-0.497621	0.150675
-0.497404	0.150688
-0.49616	0.150758
-0.493764	0.150893
-0.487678	0.151236
-0.486413	0.151307
-0.484922	0.151391
-0.479996	0.151667
-0.471819	0.152125
-0.471742	0.15213
-0.471739	0.15213
-0.466703	0.152412
-0.460405	0.152763
-0.457786	0.152909
-0.457469	0.152927
-0.452922	0.15318
-0.451637	0.153252
-0.449553	0.153367
-0.444908	0.153625
-0.442089	0.153782
-0.441428	0.153818
